TIER,PUNTAJE,CANAL,RBD,ESTABLECIMIENTO,DEPENDENCIA,COMUNA,REGION,MAT_BASICA,MAT_TOTAL,EE_EN_RED,MAT_RED,RUT_SOSTENEDOR,COPAGO,PIE,RURAL,LAT,LON,EMAIL,TELEFONO,WEB,CONTACTO,ESTADO_CRM,BUSQUEDA_WEB
1 · FACIL,76.6,B · Red Subvencionada,25727,LICEO PART. SALESIANO MANUEL ARRIARAN BARROS,Particular Subvencionado,LA CISTERNA,RM,923,1517,22,13608,RUT:80230500,$50.001 A $100.000,1,0,"-33,53056565","-70,66225954",,,,,nuevo,Liceo Part. Salesiano Manuel Arriaran Barros La Cisterna colegio sitio web
1 · FACIL,76.4,B · Red Subvencionada,9185,LICEO SALESIANO CAMILO ORTUZAR MONTT,Particular Subvencionado,MACUL,RM,915,1501,22,13608,RUT:80230500,$50.001 A $100.000,1,0,"-33,5060064","-70,59165413",,,,,nuevo,Liceo Salesiano Camilo Ortuzar Montt Macul colegio sitio web
1 · FACIL,76.0,A · Directo Privado,8906,COLEGIO SAINT GEORGE S COLLEGE,Particular Pagado,VITACURA,RM,1457,2585,2,2163,RUT:70017110,MAS DE $100.000,0,0,"-33,386459","-70,60084",,,,,nuevo,Colegio Saint George S College Vitacura colegio sitio web
1 · FACIL,76.0,A · Directo Privado,25478,COLEGIO  MAYOR DE PEÑALOLEN,Particular Pagado,PEÑALOLÉN,RM,1276,2058,2,2079,RUT:96757700,MAS DE $100.000,0,0,"-33,48988","-70,55728",,,,,nuevo,Colegio  Mayor De Peñalolen Peñalolén colegio sitio web
1 · FACIL,75.8,A · Directo Privado,8923,LYCÉE ANTOINE DE SAINT-EXUPÉRY,Particular Pagado,VITACURA,RM,1192,2200,2,1997,RUT:70005730,MAS DE $100.000,0,0,"-33,394906","-70,58243",,,,,nuevo,Lycée Antoine De Saint-Exupéry Vitacura colegio sitio web
1 · FACIL,75.4,A · Directo Privado,2200,INSTITUTO O´HIGGINS,Particular Pagado,RANCAGUA,LGBO,1245,2150,1,1245,RUT:75978360,MAS DE $100.000,0,0,"-34,174002","-70,74214",,,,,nuevo,Instituto O´Higgins Rancagua colegio sitio web
1 · FACIL,75.4,A · Directo Privado,8995,COLEGIO SANTIAGO COLLEGE,Particular Pagado,LO BARNECHEA,RM,1221,2022,1,1221,RUT:81839900,MAS DE $100.000,0,0,"-33,339544","-70,544503",,,,,nuevo,Colegio Santiago College Lo Barnechea colegio sitio web
1 · FACIL,75.4,A · Directo Privado,9046,COLEGIO THE GRANGE SCHOOL,Particular Pagado,LA REINA,RM,1275,2151,1,1275,RUT:90805000,MAS DE $100.000,0,0,"-33,437946","-70,56862",,,,,nuevo,Colegio The Grange School La Reina colegio sitio web
1 · FACIL,75.4,A · Directo Privado,25065,COLEGIO PEDRO DE VALDIVIA -PEÑALOLEN,Particular Pagado,PEÑALOLÉN,RM,1511,2731,1,1511,RUT:78913470,MAS DE $100.000,0,0,"-33,491563","-70,57566",,,,,nuevo,Colegio Pedro De Valdivia -Peñalolen Peñalolén colegio sitio web
1 · FACIL,74.8,A · Directo Privado,25202,COLEGIO  PUMAHUE HUECHURABA,Particular Pagado,HUECHURABA,RM,1169,1989,1,1169,RUT:96858860,MAS DE $100.000,0,0,"-33,357367","-70,66317",,,,,nuevo,Colegio  Pumahue Huechuraba Huechuraba colegio sitio web
1 · FACIL,74.6,B · Red Subvencionada,25091,ESC. BASICA BOSTON COLLEGE MAIPU,Particular Subvencionado,MAIPÚ,RM,1502,2501,9,5962,RUT:65096485,$50.001 A $100.000,1,0,"-33,46718282","-70,75342606",,,,,nuevo,Esc. Basica Boston College Maipu Maipú colegio sitio web
1 · FACIL,74.4,A · Directo Privado,8888,COLEGIO DEL VERBO DIVINO,Particular Pagado,LAS CONDES,RM,1072,1869,3,1736,RUT:82991800,MAS DE $100.000,0,0,"-33,420121","-70,58665",,,,,nuevo,Colegio Del Verbo Divino Las Condes colegio sitio web
1 · FACIL,74.2,A · Directo Privado,8877,COLEGIO DE LOS SAGRADOS CORAZONES,Particular Pagado,VITACURA,RM,1127,1951,1,1127,RUT:82745200,MAS DE $100.000,0,0,"-33,378682","-70,55175",,,,,nuevo,Colegio De Los Sagrados Corazones Vitacura colegio sitio web
1 · FACIL,74.2,A · Directo Privado,8996,COLEGIO SAN IGNACIO EL BOSQUE,Particular Pagado,PROVIDENCIA,RM,1129,1952,1,1129,RUT:65025633,MAS DE $100.000,0,0,"-33,433074","-70,59447",,,,,nuevo,Colegio San Ignacio El Bosque Providencia colegio sitio web
1 · FACIL,74.1,B · Red Subvencionada,17794,COLEGIO CONCEPCION DE CHILLAN,Particular Subvencionado,CHILLÁN,NUBLE,1574,2568,3,2729,RUT:71458700,MAS DE $100.000,1,0,"-36,59412","-72,087341",,,,,nuevo,Colegio Concepcion De Chillan Chillán colegio sitio web
1 · FACIL,74.1,B · Red Subvencionada,25402,COL.  PART. SALES. EL PATROCINIO DE SAN JOSE,Particular Subvencionado,PROVIDENCIA,RM,638,1055,22,13608,RUT:80230500,MAS DE $100.000,1,0,"-33,43088782","-70,6284684",,,,,nuevo,Col.  Part. Sales. El Patrocinio De San Jose Providencia colegio sitio web
1 · FACIL,74.0,A · Directo Privado,24642,COLEGIO ALEMAN DE SANTIAGO ANEXO,Particular Pagado,VITACURA,RM,1086,1086,2,1361,RUT:76166292,MAS DE $100.000,0,0,"-33,396079","-70,569628",,,,,nuevo,Colegio Aleman De Santiago Anexo Vitacura colegio sitio web
1 · FACIL,73.6,A · Directo Privado,8917,COLEGIO CRAIGHOUSE,Particular Pagado,LO BARNECHEA,RM,1090,1846,1,1090,RUT:95358000,MAS DE $100.000,0,0,"-33,353908","-70,52275",,,,,nuevo,Colegio Craighouse Lo Barnechea colegio sitio web
1 · FACIL,73.6,A · Directo Privado,26046,COLEGIO  MANQUECURA CIUDAD DE LOS VALLES,Particular Pagado,PUDAHUEL,RM,1088,1781,1,1088,RUT:99558380,MAS DE $100.000,0,0,"-33,450623","-70,84866",,,,,nuevo,Colegio  Manquecura Ciudad De Los Valles Pudahuel colegio sitio web
1 · FACIL,73.4,B · Red Subvencionada,6072,ESCUELA PARTICULAR RAMON GUINEZ,Particular Subvencionado,PUCÓN,ARAUC,688,836,83,10504,RUT:82733800,GRATUITO,1,0,"-39,278721","-71,968658",,,,,nuevo,Escuela Particular Ramon Guinez Pucón colegio sitio web
1 · FACIL,73.4,A · Directo Privado,24624,COLEGIO TABOR Y NAZARETH,Particular Pagado,LO BARNECHEA,RM,1083,1923,1,1083,RUT:87019100,MAS DE $100.000,0,0,"-33,324935","-70,54153",,,,,nuevo,Colegio Tabor Y Nazareth Lo Barnechea colegio sitio web
1 · FACIL,73.4,A · Directo Privado,25001,COLEGIO GREENLAND SCHOOL,Particular Pagado,ESTACIÓN CENTRAL,RM,1079,1699,1,1079,RUT:78715670,MAS DE $100.000,0,0,"-33,457625","-70,72278",,,,,nuevo,Colegio Greenland School Estación Central colegio sitio web
1 · FACIL,73.0,B · Red Subvencionada,7699,COLEGIO SALESIANO PADRE JOSE FERNANDEZ PEREZ,Particular Subvencionado,PUERTO MONTT,LAGOS,1436,2829,22,13608,RUT:80230500,GRATUITO,1,0,"-41,463249","-72,962486",,,,,nuevo,Colegio Salesiano Padre Jose Fernandez Perez Puerto Montt colegio sitio web
1 · FACIL,73.0,A · Directo Privado,8748,COLEGIO INSTITUTO ALONSO DE ERCILLA,Particular Pagado,SANTIAGO,RM,1061,1821,1,1061,RUT:65764640,MAS DE $100.000,0,0,"-33,43771","-70,66662",,,,,nuevo,Colegio Instituto Alonso De Ercilla Santiago colegio sitio web
1 · FACIL,73.0,A · Directo Privado,8966,COLEGIO SAINT GABRIEL´S SCHOOL LOCAL SEDE,Particular Pagado,PROVIDENCIA,RM,1052,1708,1,1052,RUT:83198500,MAS DE $100.000,0,0,"-33,431985","-70,58551",,,,,nuevo,Colegio Saint Gabriel´S School Local Sede Providencia colegio sitio web
1 · FACIL,73.0,A · Directo Privado,25172,COLEGIO PUMAHUE,Particular Pagado,PEÑALOLÉN,RM,1056,1774,1,1056,RUT:96863530,MAS DE $100.000,0,0,"-33,497877","-70,54718",,,,,nuevo,Colegio Pumahue Peñalolén colegio sitio web
1 · FACIL,73.0,A · Directo Privado,25487,COLEGIO  MANQUECURA VALLE LO CAMPINO,Particular Pagado,QUILICURA,RM,1050,1789,1,1050,RUT:96946770,MAS DE $100.000,0,0,"-33,387556","-70,72424",,,,,nuevo,Colegio  Manquecura Valle Lo Campino Quilicura colegio sitio web
1 · FACIL,73.0,A · Directo Privado,25650,COLEGIO AMERICAN BRITISH COLLEGE,Particular Pagado,LA FLORIDA,RM,1025,1682,2,1293,RUT:78404000,MAS DE $100.000,0,0,"-33,522063","-70,56759",,,,,nuevo,Colegio American British College La Florida colegio sitio web
1 · FACIL,72.4,B · Red Subvencionada,8697,COLEGIO ORATORIO DON BOSCO,Particular Subvencionado,SANTIAGO,RM,666,1137,22,13608,RUT:80230500,$50.001 A $100.000,1,0,"-33,4550362","-70,64155456",,,,,nuevo,Colegio Oratorio Don Bosco Santiago colegio sitio web
1 · FACIL,72.4,A · Directo Privado,9051,COLEGIO ANDREE ENGLISH SCHOOL,Particular Pagado,LA REINA,RM,1017,1750,1,1017,RUT:81306100,MAS DE $100.000,0,0,"-33,439731","-70,55145",,,,,nuevo,Colegio Andree English School La Reina colegio sitio web
1 · FACIL,72.4,B · Red Subvencionada,17600,COLEGIO SAN GABRIEL ARCANGEL,Particular Subvencionado,LOS ÁNGELES,BBIO,1435,2438,9,4706,RUT:70438001,$25.001 A $50.000,1,0,"-37,442551","-72,338333",,,,,nuevo,Colegio San Gabriel Arcangel Los Ángeles colegio sitio web
1 · FACIL,72.4,A · Directo Privado,24927,COLEGIO SAN  ANSELMO,Particular Pagado,COLINA,RM,1022,1709,1,1022,RUT:78454270,MAS DE $100.000,0,0,"-33,272897","-70,64245",,,,,nuevo,Colegio San  Anselmo Colina colegio sitio web
1 · FACIL,72.2,A · Directo Privado,26335,COLEGIO DUNALASTAIR VALLE NORTE,Particular Pagado,COLINA,RM,1005,1473,1,1005,RUT:99551110,MAS DE $100.000,0,0,"-33,211987","-70,66491",,,,,nuevo,Colegio Dunalastair Valle Norte Colina colegio sitio web
1 · FACIL,72.2,A · Directo Privado,26399,COLEGIO PUMAHUE CHICUREO,Particular Pagado,COLINA,RM,1009,1682,1,1009,RUT:76899160,MAS DE $100.000,0,0,"-33,216617","-70,729929",,,,,nuevo,Colegio Pumahue Chicureo Colina colegio sitio web
1 · FACIL,71.6,A · Directo Privado,8757,COLEGIO DE LOS SAGRADOS CORAZONES ALAMEDA,Particular Pagado,SANTIAGO,RM,895,1572,3,2138,RUT:81795100,MAS DE $100.000,0,0,"-33,447482","-70,66424",,,,,nuevo,Colegio De Los Sagrados Corazones Alameda Santiago colegio sitio web
1 · FACIL,71.6,A · Directo Privado,11962,COLEGIO  PEDRO DE VALDIVIA-AGUSTINAS,Particular Pagado,SANTIAGO,RM,942,1693,2,1605,RUT:89131500,MAS DE $100.000,0,0,"-33,44203","-70,66454",,,,,nuevo,Colegio  Pedro De Valdivia-Agustinas Santiago colegio sitio web
1 · FACIL,71.6,B · Red Subvencionada,22527,CENTRO EDUCACIONAL SAN SEBASTIAN,Particular Subvencionado,PANGUIPULLI,RIOS,582,650,83,10504,RUT:82733800,GRATUITO,1,0,"-39,64204","-72,334747",,,,,nuevo,Centro Educacional San Sebastian Panguipulli colegio sitio web
1 · FACIL,71.6,B · Red Subvencionada,24329,LICEO SAN JOSE,Particular Subvencionado,PUNTA ARENAS,MAG,619,1090,22,13608,RUT:80230500,$50.001 A $100.000,1,0,"-53,16172","-70,911049",,,,,nuevo,Liceo San Jose Punta Arenas colegio sitio web
1 · FACIL,71.4,A · Directo Privado,8873,COLEGIO VILLA MARIA ACADEMY,Particular Pagado,LAS CONDES,RM,959,1642,1,959,RUT:65047054,MAS DE $100.000,0,0,"-33,420596","-70,58922",,,,,nuevo,Colegio Villa Maria Academy Las Condes colegio sitio web
1 · FACIL,71.4,A · Directo Privado,9259,COLEGIO MANQUECURA ÑUÑOA,Particular Pagado,ÑUÑOA,RM,958,1640,1,958,RUT:76760480,MAS DE $100.000,0,0,"-33,45306889","-70,57552913",,,,,nuevo,Colegio Manquecura Ñuñoa Ñuñoa colegio sitio web
1 · FACIL,71.2,B · Red Subvencionada,5667,ESC.PARTIC. MONS.GUIDO DE RAMBERGA,Particular Subvencionado,PADRE LAS CASAS,ARAUC,548,632,83,10504,RUT:82733800,GRATUITO,1,0,"-38,758961","-72,593826",,,,,nuevo,Esc.Partic. Mons.Guido De Ramberga Padre Las Casas colegio sitio web
1 · FACIL,71.2,A · Directo Privado,8893,COLEGIO INTERNACIONAL SEK CHILE,Particular Pagado,LAS CONDES,RM,909,1615,2,1451,RUT:89071900,MAS DE $100.000,0,0,"-33,403032","-70,56446",,,,,nuevo,Colegio Internacional Sek Chile Las Condes colegio sitio web
1 · FACIL,71.2,A · Directo Privado,12087,COLEGIO BRITISH ROYAL SCHOOL,Particular Pagado,LA REINA,RM,946,1722,1,946,RUT:96708010,MAS DE $100.000,0,0,"-33,451061","-70,5277",,,,,nuevo,Colegio British Royal School La Reina colegio sitio web
1 · FACIL,71.2,A · Directo Privado,20091,COLEGIO PUMAHUE,Particular Pagado,TEMUCO,ARAUC,952,1623,1,952,RUT:96891540,MAS DE $100.000,0,0,"-38,740188","-72,65103",,,,,nuevo,Colegio Pumahue Temuco colegio sitio web
1 · FACIL,71.0,A · Directo Privado,8978,COLEGIO DUNALASTAIR,Particular Pagado,LAS CONDES,RM,938,1357,1,938,RUT:96513800,MAS DE $100.000,0,0,"-33,374556","-70,52093",,,,,nuevo,Colegio Dunalastair Las Condes colegio sitio web
1 · FACIL,71.0,B · Red Subvencionada,25215,COLEGIO POLIV. GERONIMO DE ALDERETE,Particular Subvencionado,PUDAHUEL,RM,1237,2017,6,3940,RUT:65156134,$25.001 A $50.000,1,0,"-33,45847876","-70,75965157",,,,,nuevo,Colegio Poliv. Geronimo De Alderete Pudahuel colegio sitio web
1 · FACIL,70.8,A · Directo Privado,8991,COLEGIO PADRE HURTADO Y JUANITA DE LOS ANDES,Particular Pagado,LAS CONDES,RM,921,1630,1,921,RUT:88514500,MAS DE $100.000,0,0,"-33,413596","-70,51216",,,,,nuevo,Colegio Padre Hurtado Y Juanita De Los Andes Las Condes colegio sitio web
1 · FACIL,70.8,A · Directo Privado,9267,LICEO EXPERIMENTAL MANUEL DE SALAS,Particular Pagado,ÑUÑOA,RM,882,1588,2,897,RUT:60910000,MAS DE $100.000,0,0,"-33,454197","-70,5917",,,,,nuevo,Liceo Experimental Manuel De Salas Ñuñoa colegio sitio web
1 · FACIL,70.6,A · Directo Privado,8750,COLEGIO ACADEMIA DE HUMANIDADES,Particular Pagado,RECOLETA,RM,838,1406,3,1739,RUT:70042001,MAS DE $100.000,0,0,"-33,423432","-70,645",,,,,nuevo,Colegio Academia De Humanidades Recoleta colegio sitio web
1 · FACIL,70.6,B · Red Subvencionada,12672,COLEGIO SALESIANO DE IQUIQUE,Particular Subvencionado,IQUIQUE,TPCA,563,981,22,13608,RUT:80230500,$50.001 A $100.000,1,0,"-20,223881","-70,149971",,,,,nuevo,Colegio Salesiano De Iquique Iquique colegio sitio web
1 · FACIL,70.6,A · Directo Privado,26476,COLEGIO LINCOLN COLLEGE HUECHURABA,Particular Pagado,HUECHURABA,RM,915,1639,1,915,RUT:76017191,MAS DE $100.000,0,0,"-33,35696","-70,67626",,,,,nuevo,Colegio Lincoln College Huechuraba Huechuraba colegio sitio web
1 · FACIL,70.4,A · Directo Privado,4687,COLEGIO ALEMAN DE CONCEPCIÓN,Particular Pagado,SAN PEDRO DE LA PAZ,BBIO,897,1470,1,897,RUT:81592700,MAS DE $100.000,0,0,"-36,850473","-73,09295",,,,,nuevo,Colegio Aleman De Concepción San Pedro De La Paz colegio sitio web
1 · FACIL,70.4,B · Red Subvencionada,6071,ESCUELA PARTICULAR NTRA.SRA.DE FATIMA,Particular Subvencionado,PUCÓN,ARAUC,499,556,83,10504,RUT:82733800,GRATUITO,1,0,"-39,274559","-71,978256",,,,,nuevo,Escuela Particular Ntra.Sra.De Fatima Pucón colegio sitio web
1 · FACIL,70.4,A · Directo Privado,9003,COLEGIO THE ENGLISH INSTITUTE,Particular Pagado,PROVIDENCIA,RM,900,1623,1,900,RUT:79661990,MAS DE $100.000,0,0,"-33,440174","-70,60291",,,,,nuevo,Colegio The English Institute Providencia colegio sitio web
1 · FACIL,70.4,B · Red Subvencionada,24623,COLEGIO JORGE ALESSANDRI RODRIGUEZ,Particular Subvencionado,RENCA,RM,1273,1977,17,13502,RUT:82648400,GRATUITO,1,0,"-33,40939","-70,737854",,,,,nuevo,Colegio Jorge Alessandri Rodriguez Renca colegio sitio web
1 · FACIL,70.4,B · Red Subvencionada,26466,ESCUELA BASICA ELIODORO MATTE OSSA,Particular Subvencionado,SAN BERNARDO,RM,1431,2443,17,13502,RUT:82648400,GRATUITO,1,0,"-33,59752493","-70,66744523",,,,,nuevo,Escuela Basica Eliodoro Matte Ossa San Bernardo colegio sitio web
1 · FACIL,70.3,B · Red Subvencionada,2308,COLEGIO SAN ANTONIO DEL BALUARTE,Particular Subvencionado,RENGO,LGBO,802,1321,9,5962,RUT:65096485,MAS DE $100.000,1,0,"-34,40015","-70,868179",,,,,nuevo,Colegio San Antonio Del Baluarte Rengo colegio sitio web
1 · FACIL,70.2,A · Directo Privado,9250,COLEGIO CALASANZ,Particular Pagado,ÑUÑOA,RM,851,1510,2,957,RUT:70589000,MAS DE $100.000,0,0,"-33,449484","-70,58497",,,,,nuevo,Colegio Calasanz Ñuñoa colegio sitio web
1 · FACIL,70.2,B · Red Subvencionada,12652,COLEGIO SANTO DOMINGO SAVIO,Particular Subvencionado,ALTO HOSPICIO,TPCA,1032,1729,22,13608,RUT:80230500,GRATUITO,1,0,"-20,26432","-70,099022",,,,,nuevo,Colegio Santo Domingo Savio Alto Hospicio colegio sitio web
1 · FACIL,70.2,A · Directo Privado,25654,COLEGIO EVEREST,Particular Pagado,LO BARNECHEA,RM,889,1614,1,889,RUT:96711080,MAS DE $100.000,0,0,"-33,334301","-70,55418",,,,,nuevo,Colegio Everest Lo Barnechea colegio sitio web
1 · FACIL,70.0,B · Red Subvencionada,6895,LICEO BICENTENARIO SANTA CRUZ,Particular Subvencionado,MARIQUINA,RIOS,480,860,83,10504,RUT:82733800,GRATUITO,1,0,"-39,53957","-72,961937",,,,,nuevo,Liceo Bicentenario Santa Cruz Mariquina colegio sitio web
1 · FACIL,70.0,A · Directo Privado,8972,COLEGIO SAN BENITO,Particular Pagado,VITACURA,RM,871,1522,1,871,RUT:88319900,MAS DE $100.000,0,0,"-33,371643","-70,58101",,,,,nuevo,Colegio San Benito Vitacura colegio sitio web
1 · FACIL,69.8,A · Directo Privado,8609,COLEGIO SAN IGNACIO,Particular Pagado,SANTIAGO,RM,862,1468,1,862,RUT:65922450,MAS DE $100.000,0,0,"-33,447065","-70,65616",,,,,nuevo,Colegio San Ignacio Santiago colegio sitio web
1 · FACIL,69.8,A · Directo Privado,9246,COLEGIO SAN AGUSTIN,Particular Pagado,ÑUÑOA,RM,863,1481,1,863,RUT:65035223,MAS DE $100.000,0,0,"-33,459222","-70,57815",,,,,nuevo,Colegio San Agustin Ñuñoa colegio sitio web
1 · FACIL,69.6,A · Directo Privado,1404,INSTITUTO RAFAEL ARIZTIA,Particular Pagado,QUILLOTA,VALPO,849,1537,1,849,RUT:65078420,MAS DE $100.000,0,0,"-32,88282","-71,247",,,,,nuevo,Instituto Rafael Ariztia Quillota colegio sitio web
1 · FACIL,69.6,A · Directo Privado,7700,COLEGIO SAN FRANCISCO JAVIER,Particular Pagado,PUERTO MONTT,LAGOS,847,1439,1,847,RUT:53284100,MAS DE $100.000,0,0,"-41,470714","-72,94311",,,,,nuevo,Colegio San Francisco Javier Puerto Montt colegio sitio web
1 · FACIL,69.6,A · Directo Privado,11968,COLEGIO CUMBRES,Particular Pagado,LAS CONDES,RM,847,1250,1,847,RUT:79881660,MAS DE $100.000,0,0,"-33,396026","-70,50479",,,,,nuevo,Colegio Cumbres Las Condes colegio sitio web
1 · FACIL,69.4,B · Red Subvencionada,6116,ESCUELA PARTICULAR SAGRADA FAMILIA,Particular Subvencionado,VILLARRICA,ARAUC,441,551,83,10504,RUT:82733800,GRATUITO,1,0,"-39,280022","-72,232811",,,,,nuevo,Escuela Particular Sagrada Familia Villarrica colegio sitio web
1 · FACIL,69.4,A · Directo Privado,24977,COLEGIO MAYOR TOBALABA,Particular Pagado,PUENTE ALTO,RM,803,1334,2,2079,RUT:96757700,MAS DE $100.000,0,0,"-33,562587","-70,55605",,,,,nuevo,Colegio Mayor Tobalaba Puente Alto colegio sitio web
1 · FACIL,69.4,A · Directo Privado,25640,COLEGIO  MANQUECURA PUENTE ALTO,Particular Pagado,PUENTE ALTO,RM,842,1510,1,842,RUT:96980350,MAS DE $100.000,0,0,"-33,561674","-70,54211",,,,,nuevo,Colegio  Manquecura Puente Alto Puente Alto colegio sitio web
1 · FACIL,69.2,A · Directo Privado,17606,COLEGIO CONCEPCION SAN PEDRO,Particular Pagado,SAN PEDRO DE LA PAZ,BBIO,678,1207,6,4180,RUT:81679000,MAS DE $100.000,0,0,"-36,843403","-73,10821",,,,,nuevo,Colegio Concepcion San Pedro San Pedro De La Paz colegio sitio web
1 · FACIL,69.0,A · Directo Privado,11871,COLEGIO PEDRO DE VALDIVIA,Particular Pagado,PROVIDENCIA,RM,813,1488,1,813,RUT:79558650,MAS DE $100.000,0,0,"-33,440617","-70,60724",,,,,nuevo,Colegio Pedro De Valdivia Providencia colegio sitio web
1 · FACIL,69.0,A · Directo Privado,25143,COLEGIO SAN FRANCISCO JAVIER DE HUECHURABA,Particular Pagado,HUECHURABA,RM,822,1479,1,822,RUT:96819740,MAS DE $100.000,0,0,"-33,350334","-70,68344",,,,,nuevo,Colegio San Francisco Javier De Huechuraba Huechuraba colegio sitio web
1 · FACIL,68.8,A · Directo Privado,580,COLEGIO GERONIMO RENDIC,Particular Pagado,LA SERENA,COQ,804,1342,1,804,RUT:88933200,MAS DE $100.000,0,0,"-29,90433437","-71,24346363",,,,,nuevo,Colegio Geronimo Rendic La Serena colegio sitio web
1 · FACIL,68.8,A · Directo Privado,8761,COLEGIO INSTITUTO DE HUMANIDADES LUIS CAMPINO,Particular Pagado,PROVIDENCIA,RM,731,1229,3,2138,RUT:81795100,MAS DE $100.000,0,0,"-33,426164","-70,6112",,,,,nuevo,Colegio Instituto De Humanidades Luis Campino Providencia colegio sitio web
1 · FACIL,68.8,A · Directo Privado,26311,COLEGIO LINCOLN INTERN ACADEMY VALLE NORTE CHICUREO,Particular Pagado,COLINA,RM,799,1322,1,799,RUT:76085717,MAS DE $100.000,0,0,"-33,19401","-70,65999",,,,,nuevo,Colegio Lincoln Intern Academy Valle Norte Chicureo Colina colegio sitio web
1 · FACIL,68.6,A · Directo Privado,11776,COLEGIO THE MAYFLOWER SCHOOL,Particular Pagado,LO BARNECHEA,RM,790,1337,1,790,RUT:96791290,MAS DE $100.000,0,0,"-33,346077","-70,50415",,,,,nuevo,Colegio The Mayflower School Lo Barnechea colegio sitio web
1 · FACIL,68.6,A · Directo Privado,24884,COLEGIO ALCAZAR DE LAS CONDES,Particular Pagado,LAS CONDES,RM,751,1303,2,1602,RUT:72732100,MAS DE $100.000,0,0,"-33,406228","-70,58062",,,,,nuevo,Colegio Alcazar De Las Condes Las Condes colegio sitio web
1 · FACIL,68.6,A · Directo Privado,26155,ESCUELA BASICA N°2145 COLEGIO DUNALASTAIR PEÑALOLÉN,Particular Pagado,PEÑALOLÉN,RM,797,1117,1,797,RUT:76369550,MAS DE $100.000,0,0,"-33,500643","-70,55043",,,,,nuevo,Escuela Basica N°2145 Colegio Dunalastair Peñalolén Peñalolén colegio sitio web
1 · FACIL,68.4,A · Directo Privado,4689,COLEGIO CONCEPCION,Particular Pagado,CHIGUAYANTE,BBIO,626,1102,6,4180,RUT:81679000,MAS DE $100.000,0,0,"-36,857386","-73,04931",,,,,nuevo,Colegio Concepcion Chiguayante colegio sitio web
1 · FACIL,68.4,B · Red Subvencionada,9656,ESCUELA PARTICULAR PDTE.JOSE J.PRIETO,Particular Subvencionado,LA PINTANA,RM,1079,1824,17,13502,RUT:82648400,GRATUITO,1,0,"-33,57718287","-70,63016922",,,,,nuevo,Escuela Particular Pdte.Jose J.Prieto La Pintana colegio sitio web
1 · FACIL,68.4,B · Red Subvencionada,12943,COLEGIO TECNICO INDUSTRIAL DON BOSCO,Particular Subvencionado,ANTOFAGASTA,ANTOF,437,1280,22,13608,RUT:80230500,$50.001 A $100.000,1,0,"-23,57645","-70,382339",,,,,nuevo,Colegio Tecnico Industrial Don Bosco Antofagasta colegio sitio web
1 · FACIL,68.4,B · Red Subvencionada,40251,LICEO SAN JUAN XXIII,Particular Subvencionado,VILLA ALEMANA,VALPO,907,1502,16,5325,RUT:71637200,$50.001 A $100.000,0,0,"-33,046219","-71,395958",,,,,nuevo,Liceo San Juan Xxiii Villa Alemana colegio sitio web
1 · FACIL,68.2,A · Directo Privado,4285,LICEO ALEMAN DEL VERBO DIVINO,Particular Pagado,LOS ÁNGELES,BBIO,772,1424,1,772,RUT:82434300,MAS DE $100.000,0,0,"-37,476821","-72,35112",,,,,nuevo,Liceo Aleman Del Verbo Divino Los Ángeles colegio sitio web
1 · FACIL,68.0,A · Directo Privado,1839,COLEGIO ALEMAN DE VALPARAISO,Particular Pagado,VIÑA DEL MAR,VALPO,761,1371,1,761,RUT:70016110,MAS DE $100.000,0,0,"-33,036098","-71,52785",,,,,nuevo,Colegio Aleman De Valparaiso Viña Del Mar colegio sitio web
1 · FACIL,68.0,A · Directo Privado,4798,SAGRADOS CORAZONES,Particular Pagado,HUALPÉN,BBIO,760,1338,1,760,RUT:71606100,MAS DE $100.000,0,0,"-36,800642","-73,0863",,,,,nuevo,Sagrados Corazones Hualpén colegio sitio web
1 · FACIL,68.0,A · Directo Privado,5808,COLEGIO DE LA SALLE,Particular Pagado,TEMUCO,ARAUC,657,1002,4,1886,RUT:70067400,MAS DE $100.000,0,0,"-38,740081","-72,58734",,,,,nuevo,Colegio De La Salle Temuco colegio sitio web
1 · FACIL,68.0,B · Red Subvencionada,5862,ESCUELA PARTICULAR CORAZON DE JESUS,Particular Subvencionado,LAUTARO,ARAUC,363,401,83,10504,RUT:82733800,GRATUITO,1,0,"-38,53714","-72,421181",,,,,nuevo,Escuela Particular Corazon De Jesus Lautaro colegio sitio web
1 · FACIL,68.0,A · Directo Privado,25055,COLEGIO INSTITUCION TERESIANA,Particular Pagado,LAS CONDES,RM,761,1356,1,761,RUT:78898470,MAS DE $100.000,0,0,"-33,424185","-70,55494",,,,,nuevo,Colegio Institucion Teresiana Las Condes colegio sitio web
1 · FACIL,67.8,A · Directo Privado,2194,INSTITUTO INGLES RANCAGUA,Particular Pagado,RANCAGUA,LGBO,747,1332,1,747,RUT:70019780,MAS DE $100.000,0,0,"-34,178138","-70,74432",,,,,nuevo,Instituto Ingles Rancagua Rancagua colegio sitio web
1 · FACIL,67.6,A · Directo Privado,6843,COLEGIO WINDSOR SCHOOL,Particular Pagado,VALDIVIA,RIOS,734,1241,1,734,RUT:83004000,MAS DE $100.000,0,0,"-39,833375","-73,24143",,,,,nuevo,Colegio Windsor School Valdivia colegio sitio web
