TIER,PUNTAJE,CANAL,RBD,ESTABLECIMIENTO,DEPENDENCIA,COMUNA,REGION,MAT_BASICA,MAT_TOTAL,EE_EN_RED,MAT_RED,RUT_SOSTENEDOR,COPAGO,PIE,RURAL,LAT,LON,EMAIL,TELEFONO,WEB,CONTACTO,ESTADO_CRM,BUSQUEDA_WEB
3 · DIFICIL,32.0,D · Municipal/DAEM,906,ESCUELA LOS CANELOS,Municipal/DAEM,OVALLE,COQ,5,5,69,7638,RUT:69040700,GRATUITO,0,1,"-30,86796","-71,466293",,,,,nuevo,Escuela Los Canelos Ovalle colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,909,ESCUELA LOS AZAHARES DE CERRO BLANCO,Municipal/DAEM,OVALLE,COQ,1,1,69,7638,RUT:69040700,GRATUITO,0,1,"-30,879551","-71,398468",,,,,nuevo,Escuela Los Azahares De Cerro Blanco Ovalle colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,911,ESCUELA LOS TRIGOS,Municipal/DAEM,OVALLE,COQ,4,4,69,7638,RUT:69040700,GRATUITO,0,1,"-30,86717","-71,423027",,,,,nuevo,Escuela Los Trigos Ovalle colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,917,ESCUELA RINCON DE LA CALERA,Municipal/DAEM,OVALLE,COQ,2,2,69,7638,RUT:69040700,GRATUITO,0,1,"-30,813351","-71,391853",,,,,nuevo,Escuela Rincon De La Calera Ovalle colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,936,ESCUELA EL ESPINAL,Municipal/DAEM,OVALLE,COQ,4,4,69,7638,RUT:69040700,GRATUITO,0,1,"-30,73966","-71,417679",,,,,nuevo,Escuela El Espinal Ovalle colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,950,ESCUELA LA CEBADAS,Municipal/DAEM,OVALLE,COQ,4,4,69,7638,RUT:69040700,GRATUITO,0,1,"-30,963961","-71,641563",,,,,nuevo,Escuela La Cebadas Ovalle colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,952,ESCUELA BASICA LOS CIENAGOS,Municipal/DAEM,OVALLE,COQ,2,2,69,7638,RUT:69040700,GRATUITO,0,1,"-30,829201","-71,56649",,,,,nuevo,Escuela Basica Los Cienagos Ovalle colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,1250,ESCUELA VICTOR KOERNER,Municipal/DAEM,CALLE LARGA,VALPO,126,137,6,885,RUT:69051200,GRATUITO,1,0,"-32,843189","-70,613243",,,,,nuevo,Escuela Victor Koerner Calle Larga colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,1333,ESCUELA JORGE BARROS BEAUCHEF,Municipal/DAEM,PANQUEHUE,VALPO,123,131,6,653,RUT:69050800,GRATUITO,1,0,"-32,75423","-70,808998",,,,,nuevo,Escuela Jorge Barros Beauchef Panquehue colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,2251,COLEGIO BELLAVISTA,Municipal/DAEM,MACHALÍ,LGBO,117,195,6,1336,RUT:69080200,GRATUITO,1,0,"-34,199379","-70,533737",,,,,nuevo,Colegio Bellavista Machalí colegio sitio web
3 · DIFICIL,32.0,E · SLEP,3179,ESCUELA BARRANQUILLAS,SLEP,CONSTITUCIÓN,MAULE,3,3,64,8020,RUT:61980930,GRATUITO,0,1,"-35,447762","-72,257713",,,,,nuevo,Escuela Barranquillas Constitución colegio sitio web
3 · DIFICIL,32.0,E · SLEP,3186,ESCUELA MIGUEL FAUNDEZ MORALES,SLEP,CONSTITUCIÓN,MAULE,5,5,64,8020,RUT:61980930,GRATUITO,0,1,"-35,515072","-72,438927",,,,,nuevo,Escuela Miguel Faundez Morales Constitución colegio sitio web
3 · DIFICIL,32.0,E · SLEP,3187,ESCUELA CARRIZALILLO,SLEP,CONSTITUCIÓN,MAULE,5,5,64,8020,RUT:61980930,GRATUITO,0,1,"-35,3601","-72,172173",,,,,nuevo,Escuela Carrizalillo Constitución colegio sitio web
3 · DIFICIL,32.0,E · SLEP,3189,ESCUELA TERESA CONSUELO,SLEP,CONSTITUCIÓN,MAULE,3,3,64,8020,RUT:61980930,GRATUITO,0,1,"-35,305981","-72,311699",,,,,nuevo,Escuela Teresa Consuelo Constitución colegio sitio web
3 · DIFICIL,32.0,E · SLEP,3190,ESCUELA RURAL QUEBRADA VERDE,SLEP,CONSTITUCIÓN,MAULE,2,2,64,8020,RUT:61980930,GRATUITO,0,1,"-35,355572","-72,083908",,,,,nuevo,Escuela Rural Quebrada Verde Constitución colegio sitio web
3 · DIFICIL,32.0,E · SLEP,3198,ESCUELA EDUARDO MACHADO CORSI,SLEP,CONSTITUCIÓN,MAULE,3,3,64,8020,RUT:61980930,GRATUITO,0,1,"-35,387001","-72,176193",,,,,nuevo,Escuela Eduardo Machado Corsi Constitución colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,3358,ESCUELA JOSE MIGUEL CARRERA,Municipal/DAEM,LONGAVÍ,MAULE,114,141,26,2801,RUT:69130600,GRATUITO,1,1,"-35,91888","-71,650551",,,,,nuevo,Escuela Jose Miguel Carrera Longaví colegio sitio web
3 · DIFICIL,32.0,E · SLEP,3586,ESCUELA CHORRILLOS,SLEP,CAUQUENES,MAULE,6,6,64,8020,RUT:61980930,GRATUITO,0,1,"-36,03091","-72,268272",,,,,nuevo,Escuela Chorrillos Cauquenes colegio sitio web
3 · DIFICIL,32.0,E · SLEP,3588,ESCUELA ESTER URRUTIA DE RUIZ,SLEP,CAUQUENES,MAULE,4,4,64,8020,RUT:61980930,GRATUITO,0,1,"-36,006802","-72,344521",,,,,nuevo,Escuela Ester Urrutia De Ruiz Cauquenes colegio sitio web
3 · DIFICIL,32.0,E · SLEP,3596,ESCUELA LA CAPILLA DE PILEN ALTO,SLEP,CAUQUENES,MAULE,5,5,64,8020,RUT:61980930,GRATUITO,0,1,"-35,979321","-72,579262",,,,,nuevo,Escuela La Capilla De Pilen Alto Cauquenes colegio sitio web
3 · DIFICIL,32.0,E · SLEP,3604,ESCUELA CABRERIA,SLEP,CAUQUENES,MAULE,4,4,64,8020,RUT:61980930,GRATUITO,0,1,"-35,964279","-72,31588",,,,,nuevo,Escuela Cabreria Cauquenes colegio sitio web
3 · DIFICIL,32.0,E · SLEP,3626,ESCUELA RELOCA,SLEP,CHANCO,MAULE,5,5,64,8020,RUT:61980930,GRATUITO,0,1,"-35,6397","-72,549",,,,,nuevo,Escuela Reloca Chanco colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,3704,ESCUELA BASICA COLLIGUAY,Municipal/DAEM,CHILLÁN,NUBLE,32,38,29,4668,RUT:69140900,GRATUITO,1,1,"-36,654678","-72,37986",,,,,nuevo,Escuela Basica Colliguay Chillán colegio sitio web
3 · DIFICIL,32.0,E · SLEP,3791,ESCUELA EL TORREON,SLEP,SAN CARLOS,NUBLE,2,2,67,6519,RUT:61980940,GRATUITO,0,1,"-36,493031","-71,860474",,,,,nuevo,Escuela El Torreon San Carlos colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,4500,LICEO ISIDORA AGUIRRE TUPPER,Municipal/DAEM,SAN ROSENDO,BBIO,200,347,3,232,RUT:69151100,GRATUITO,1,0,"-37,261749","-72,722427",,,,,nuevo,Liceo Isidora Aguirre Tupper San Rosendo colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,4848,ESCUELA BASICA SAN CARLITOS,Municipal/DAEM,TOMÉ,BBIO,83,94,27,4307,RUT:69150100,GRATUITO,1,1,"-36,637119","-72,848",,,,,nuevo,Escuela Basica San Carlitos Tomé colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,6027,COMPLEJO EDUCACIONAL MONSEÑOR FRCO. VALDES S,Municipal/DAEM,CURARREHUE,ARAUC,119,314,6,359,RUT:69252400,GRATUITO,1,0,"-39,354622","-71,588097",,,,,nuevo,Complejo Educacional Monseñor Frco. Valdes S Curarrehue colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,6084,LICEO BICENTENARIO ARAUCANÍA,Municipal/DAEM,VILLARRICA,ARAUC,140,603,15,2053,RUT:69191500,GRATUITO,0,0,"-39,28569","-72,228088",,,,,nuevo,Liceo Bicentenario Araucanía Villarrica colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6358,ESCUELA BASICA ESTACION TOLTEN,SLEP,TEODORO SCHMIDT,ARAUC,4,4,61,4204,RUT:65154272,GRATUITO,0,1,"-39,193611","-73,22184",,,,,nuevo,Escuela Basica Estacion Tolten Teodoro Schmidt colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6361,ESCUELA DE CAYCHAYEN,SLEP,TEODORO SCHMIDT,ARAUC,3,3,61,4204,RUT:65154272,GRATUITO,0,1,"-39,14658","-73,230186",,,,,nuevo,Escuela De Caychayen Teodoro Schmidt colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6363,ESCUELA PUCHILCO,SLEP,TOLTÉN,ARAUC,5,5,61,4204,RUT:65154272,GRATUITO,0,1,"-39,347111","-73,157028",,,,,nuevo,Escuela Puchilco Toltén colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6370,ESCUELA LA CONCEPCION,SLEP,TOLTÉN,ARAUC,2,2,61,4204,RUT:65154272,GRATUITO,0,1,"-39,218891","-73,012283",,,,,nuevo,Escuela La Concepcion Toltén colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6400,ESCUELA ISLA LLICAN,SLEP,TEODORO SCHMIDT,ARAUC,5,5,61,4204,RUT:65154272,GRATUITO,0,1,"-39,066349","-73,146393",,,,,nuevo,Escuela Isla Llican Teodoro Schmidt colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6410,ESCUELA MALALHUE,SLEP,TEODORO SCHMIDT,ARAUC,4,4,61,4204,RUT:65154272,GRATUITO,0,1,"-38,977341","-73,298988",,,,,nuevo,Escuela Malalhue Teodoro Schmidt colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6413,ESCUELA DE RUCA-CURA,SLEP,TEODORO SCHMIDT,ARAUC,5,5,61,4204,RUT:65154272,GRATUITO,0,1,"-39,082611","-73,263412",,,,,nuevo,Escuela De Ruca-Cura Teodoro Schmidt colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6415,ESCUELA LOS TRONCOS,SLEP,TEODORO SCHMIDT,ARAUC,6,6,61,4204,RUT:65154272,GRATUITO,0,1,"-39,037319","-73,234978",,,,,nuevo,Escuela Los Troncos Teodoro Schmidt colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6506,ESCUELA MUNICIPAL DINAMARCA,SLEP,CARAHUE,ARAUC,1,1,61,4204,RUT:65154272,GRATUITO,0,1,"-38,600609","-73,218613",,,,,nuevo,Escuela Municipal Dinamarca Carahue colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6508,"ESCUELA BASICA DINAMARCA, LUCERO",SLEP,CARAHUE,ARAUC,4,4,61,4204,RUT:65154272,GRATUITO,0,1,"-38,564671","-73,202217",,,,,nuevo,"Escuela Basica Dinamarca, Lucero Carahue colegio sitio web"
3 · DIFICIL,32.0,E · SLEP,6510,ESCUELA BASICA PAILACOYAN,SLEP,CARAHUE,ARAUC,3,3,61,4204,RUT:65154272,GRATUITO,0,1,"-38,782761","-73,190933",,,,,nuevo,Escuela Basica Pailacoyan Carahue colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6512,ESCUELA VILLA LAS ARAUCARIAS,SLEP,CARAHUE,ARAUC,2,2,61,4204,RUT:65154272,GRATUITO,0,1,"-38,491539","-73,24398",,,,,nuevo,Escuela Villa Las Araucarias Carahue colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6515,ESCUELA CATRIPULLI,SLEP,CARAHUE,ARAUC,3,3,61,4204,RUT:65154272,GRATUITO,0,1,"-38,84082","-73,150124",,,,,nuevo,Escuela Catripulli Carahue colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6521,ESCUELA BASICA CAMARONES,SLEP,CARAHUE,ARAUC,2,2,61,4204,RUT:65154272,GRATUITO,0,1,"-38,55545","-73,170822",,,,,nuevo,Escuela Basica Camarones Carahue colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6523,ESCUELA BASICA CHOMIO,SLEP,CARAHUE,ARAUC,3,3,61,4204,RUT:65154272,GRATUITO,0,1,"-38,682621","-73,416809",,,,,nuevo,Escuela Basica Chomio Carahue colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6529,ESCUELA BASICA MATTE Y SANCHEZ,SLEP,CARAHUE,ARAUC,1,1,61,4204,RUT:65154272,GRATUITO,0,1,"-38,53828","-73,350517",,,,,nuevo,Escuela Basica Matte Y Sanchez Carahue colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6600,ESCUELA EL COPIHUAL,SLEP,NUEVA IMPERIAL,ARAUC,5,5,61,4204,RUT:65154272,GRATUITO,0,1,"-38,8549","-72,99205",,,,,nuevo,Escuela El Copihual Nueva Imperial colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6855,ESCUELA RURAL MAIQUILLAHUE,SLEP,MARIQUINA,RIOS,2,2,120,12668,RUT:61981110,GRATUITO,0,1,"-39,463989","-73,238411",,,,,nuevo,Escuela Rural Maiquillahue Mariquina colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6865,ESCUELA RURAL HUIFCO,SLEP,MARIQUINA,RIOS,2,2,120,12668,RUT:61981110,GRATUITO,0,1,"-39,590672","-72,877563",,,,,nuevo,Escuela Rural Huifco Mariquina colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6867,ESC.RURAL JORGE ROBERTO FONTANNAZ BLUAS,SLEP,MARIQUINA,RIOS,1,1,120,12668,RUT:61981110,GRATUITO,0,1,"-39,533379","-73,043732",,,,,nuevo,Esc.Rural Jorge Roberto Fontannaz Bluas Mariquina colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6878,ESCUELA RURAL PAILLACO,SLEP,MARIQUINA,RIOS,6,6,120,12668,RUT:61981110,GRATUITO,0,1,"-39,400841","-72,958817",,,,,nuevo,Escuela Rural Paillaco Mariquina colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6882,ESCUELA RURAL LINGUENTO,SLEP,MARIQUINA,RIOS,1,1,120,12668,RUT:61981110,GRATUITO,0,1,"-39,60014","-73,035439",,,,,nuevo,Escuela Rural Linguento Mariquina colegio sitio web
3 · DIFICIL,32.0,E · SLEP,6884,ESCUELA RURAL FLORA MARTIN IMIGO,SLEP,MARIQUINA,RIOS,1,1,120,12668,RUT:61981110,GRATUITO,0,1,"-39,555908","-73,25647",,,,,nuevo,Escuela Rural Flora Martin Imigo Mariquina colegio sitio web
3 · DIFICIL,32.0,E · SLEP,7018,ESCUELA RURAL TRES CHIFLONES ALTO,SLEP,CORRAL,RIOS,1,1,120,12668,RUT:61981110,GRATUITO,0,1,"-40,075439","-73,188652",,,,,nuevo,Escuela Rural Tres Chiflones Alto Corral colegio sitio web
3 · DIFICIL,32.0,E · SLEP,7030,ESCUELA RURAL LAS COLORADAS,SLEP,CORRAL,RIOS,3,3,120,12668,RUT:61981110,GRATUITO,0,1,"-39,901581","-73,334686",,,,,nuevo,Escuela Rural Las Coloradas Corral colegio sitio web
3 · DIFICIL,32.0,E · SLEP,7057,ESCUELA RURAL PITREN,SLEP,PANGUIPULLI,RIOS,5,5,120,12668,RUT:61981110,GRATUITO,0,1,"-39,571758","-72,213387",,,,,nuevo,Escuela Rural Pitren Panguipulli colegio sitio web
3 · DIFICIL,32.0,E · SLEP,7065,ESCUELA RURAL EL MANZANO,SLEP,PANGUIPULLI,RIOS,1,1,120,12668,RUT:61981110,GRATUITO,0,1,"-39,682598","-72,459938",,,,,nuevo,Escuela Rural El Manzano Panguipulli colegio sitio web
3 · DIFICIL,32.0,E · SLEP,7074,ESCUELA RURAL CACIQUE AILLAPAN,SLEP,PANGUIPULLI,RIOS,2,2,120,12668,RUT:61981110,GRATUITO,0,1,"-39,712921","-72,488678",,,,,nuevo,Escuela Rural Cacique Aillapan Panguipulli colegio sitio web
3 · DIFICIL,32.0,E · SLEP,7095,ESCUELA RURAL MILLEUCO,SLEP,PANGUIPULLI,RIOS,2,2,120,12668,RUT:61981110,GRATUITO,0,1,"-39,485291","-72,281082",,,,,nuevo,Escuela Rural Milleuco Panguipulli colegio sitio web
3 · DIFICIL,32.0,E · SLEP,7101,ESCUELA RURAL CACHIM,SLEP,PANGUIPULLI,RIOS,4,4,120,12668,RUT:61981110,GRATUITO,0,1,"-39,714039","-71,877167",,,,,nuevo,Escuela Rural Cachim Panguipulli colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,7661,ESCUELA RURAL COLONIA METRENQUEN,Municipal/DAEM,PUERTO MONTT,LAGOS,5,5,66,11706,RUT:69220100,GRATUITO,0,1,"-41,364422","-72,809441",,,,,nuevo,Escuela Rural Colonia Metrenquen Puerto Montt colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,7673,ESCUELA RURAL LOS PIONEROS DE SALTO CHICO,Municipal/DAEM,PUERTO MONTT,LAGOS,4,4,66,11706,RUT:69220100,GRATUITO,0,1,"-41,485039","-73,274887",,,,,nuevo,Escuela Rural Los Pioneros De Salto Chico Puerto Montt colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,7680,ESCUELA RURAL COLONIA EL GATO,Municipal/DAEM,PUERTO MONTT,LAGOS,3,3,66,11706,RUT:69220100,GRATUITO,0,1,"-41,480579","-73,205902",,,,,nuevo,Escuela Rural Colonia El Gato Puerto Montt colegio sitio web
3 · DIFICIL,32.0,E · SLEP,7761,ESCUELA RURAL LAS CAMELIAS,SLEP,PUERTO VARAS,LAGOS,5,5,55,6792,RUT:62000800,GRATUITO,0,1,"-41,381771","-72,279167",,,,,nuevo,Escuela Rural Las Camelias Puerto Varas colegio sitio web
3 · DIFICIL,32.0,E · SLEP,7765,ESCUELA RURAL LA PENINSULA,SLEP,PUERTO VARAS,LAGOS,5,5,55,6792,RUT:62000800,GRATUITO,0,1,"-41,44096","-72,330093",,,,,nuevo,Escuela Rural La Peninsula Puerto Varas colegio sitio web
3 · DIFICIL,32.0,E · SLEP,7879,ESCUELA RURAL QUILLAGUA,SLEP,LOS MUERMOS,LAGOS,5,5,55,6792,RUT:62000800,GRATUITO,0,1,"-41,49902","-73,774887",,,,,nuevo,Escuela Rural Quillagua Los Muermos colegio sitio web
3 · DIFICIL,32.0,E · SLEP,7927,ESCUELA RURAL CAU-CAU,SLEP,FRESIA,LAGOS,6,6,55,6792,RUT:62000800,GRATUITO,0,1,"-41,11475","-73,561249",,,,,nuevo,Escuela Rural Cau-Cau Fresia colegio sitio web
3 · DIFICIL,32.0,E · SLEP,7933,ESCUELA RURAL OLGA SOTO ALVARADO,SLEP,FRESIA,LAGOS,5,5,55,6792,RUT:62000800,GRATUITO,0,1,"-41,20211","-73,348038",,,,,nuevo,Escuela Rural Olga Soto Alvarado Fresia colegio sitio web
3 · DIFICIL,32.0,E · SLEP,7945,ESCUELA RURAL EL PEUCHEN,SLEP,FRESIA,LAGOS,4,4,55,6792,RUT:62000800,GRATUITO,0,1,"-41,13298","-73,679939",,,,,nuevo,Escuela Rural El Peuchen Fresia colegio sitio web
3 · DIFICIL,32.0,E · SLEP,7966,ESCUELA RURAL LINEA SOLAR,SLEP,LLANQUIHUE,LAGOS,4,4,55,6792,RUT:62000800,GRATUITO,0,1,"-41,29282","-73,254539",,,,,nuevo,Escuela Rural Linea Solar Llanquihue colegio sitio web
3 · DIFICIL,32.0,E · SLEP,8179,ESCUELA RURAL FRANCISCO DE VILLAGRA,SLEP,QUINCHAO,LAGOS,5,5,166,9284,RUT:61981360,GRATUITO,0,1,"-42,66077","-73,268227",,,,,nuevo,Escuela Rural Francisco De Villagra Quinchao colegio sitio web
3 · DIFICIL,32.0,E · SLEP,8265,ESCUELA RURAL COCAUQUE,SLEP,QUELLÓN,LAGOS,1,1,166,9284,RUT:61981360,GRATUITO,0,1,"-43,114578","-73,727402",,,,,nuevo,Escuela Rural Cocauque Quellón colegio sitio web
3 · DIFICIL,32.0,E · SLEP,8271,ESCUELA RURAL PUNTA PAULA,SLEP,QUELLÓN,LAGOS,4,4,166,9284,RUT:61981360,GRATUITO,0,1,"-43,199261","-73,677338",,,,,nuevo,Escuela Rural Punta Paula Quellón colegio sitio web
3 · DIFICIL,32.0,E · SLEP,8276,ESCUELA RURAL PIEDRA BLANCA,SLEP,QUELLÓN,LAGOS,2,2,166,9284,RUT:61981360,GRATUITO,0,1,"-43,249321","-73,695038",,,,,nuevo,Escuela Rural Piedra Blanca Quellón colegio sitio web
3 · DIFICIL,32.0,E · SLEP,8399,ESCUELA PÚBLICA NACIMIENTO DEL BAKER,SLEP,CHILE CHICO,AYSEN,5,5,50,5306,RUT:61980950,GRATUITO,0,1,"-47,016529","-72,829803",,,,,nuevo,Escuela Pública Nacimiento Del Baker Chile Chico colegio sitio web
3 · DIFICIL,32.0,E · SLEP,10887,ESCUELA DE CHITITA,SLEP,CAMARONES,AYP,4,4,51,9859,RUT:62000660,GRATUITO,0,1,"-18,838369","-69,682327",,,,,nuevo,Escuela De Chitita Camarones colegio sitio web
3 · DIFICIL,32.0,E · SLEP,10897,ESCUELA DE ILLAPATA,SLEP,CAMARONES,AYP,1,1,51,9859,RUT:62000660,GRATUITO,0,1,"-18,94982","-69,494591",,,,,nuevo,Escuela De Illapata Camarones colegio sitio web
3 · DIFICIL,32.0,E · SLEP,11027,ESCUELA HORNITOS,SLEP,TIERRA AMARILLA,ATCMA,2,2,44,16242,RUT:62000810,GRATUITO,0,1,"-27,750019","-70,175819",,,,,nuevo,Escuela Hornitos Tierra Amarilla colegio sitio web
3 · DIFICIL,32.0,E · SLEP,11036,ESCUELA JOSÉ JOAQUÍN VALLEJOS,SLEP,CALDERA,ATCMA,6,6,44,16242,RUT:62000810,GRATUITO,0,1,"-27,337999","-70,781509",,,,,nuevo,Escuela José Joaquín Vallejos Caldera colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,11113,BASICA COMUN DELIA ANDRADE DE TELLO,Municipal/DAEM,OVALLE,COQ,6,6,69,7638,RUT:69040700,GRATUITO,0,1,"-30,900339","-71,672096",,,,,nuevo,Basica Comun Delia Andrade De Tello Ovalle colegio sitio web
3 · DIFICIL,32.0,E · SLEP,11609,ESCUELA MUNICIPAL MELIMOYU,SLEP,CISNES,AYSEN,1,1,50,5306,RUT:61980950,GRATUITO,0,1,"-44,076988","-73,086327",,,,,nuevo,Escuela Municipal Melimoyu Cisnes colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,13362,ESCUELA BASICA LOS ANGELES DE RAPEL,Municipal/DAEM,MONTE PATRIA,COQ,3,3,40,2854,RUT:69040800,GRATUITO,0,1,"-30,726231","-70,809372",,,,,nuevo,Escuela Basica Los Angeles De Rapel Monte Patria colegio sitio web
3 · DIFICIL,32.0,E · SLEP,22098,ESCUELA RURAL INIO,SLEP,QUELLÓN,LAGOS,6,6,166,9284,RUT:61981360,GRATUITO,0,1,"-43,3568","-74,116386",,,,,nuevo,Escuela Rural Inio Quellón colegio sitio web
3 · DIFICIL,32.0,E · SLEP,22142,ESCUELA RURAL BLANCHARD,SLEP,QUELLÓN,LAGOS,6,6,166,9284,RUT:61981360,GRATUITO,0,1,"-43,192711","-73,744392",,,,,nuevo,Escuela Rural Blanchard Quellón colegio sitio web
3 · DIFICIL,32.0,E · SLEP,22214,ESCUELA RURAL PIEDRA LILE,SLEP,QUELLÓN,LAGOS,1,1,166,9284,RUT:61981360,GRATUITO,0,1,"-43,183418","-73,633591",,,,,nuevo,Escuela Rural Piedra Lile Quellón colegio sitio web
3 · DIFICIL,32.0,E · SLEP,24210,ESCUELA MADRE DE LA DIVINA PROVIDENCIA,SLEP,CISNES,AYSEN,2,2,50,5306,RUT:61980950,GRATUITO,0,1,"-44,727581","-72,681198",,,,,nuevo,Escuela Madre De La Divina Providencia Cisnes colegio sitio web
3 · DIFICIL,32.0,D · Municipal/DAEM,31037,LICEO INSTITUTO CUMBRE DE CONDORES,Municipal/DAEM,RENCA,RM,177,877,14,4649,RUT:70931100,GRATUITO,0,0,"-33,40416","-70,70272",,,,,nuevo,Liceo Instituto Cumbre De Condores Renca colegio sitio web
3 · DIFICIL,31.9,C · PS Individual,1438,COLEGIO SAULO DE TARSO,Particular Subvencionado,CALERA,VALPO,125,162,1,125,RUT:65143038,GRATUITO,0,0,"-32,785839","-71,195793",,,,,nuevo,Colegio Saulo De Tarso Calera colegio sitio web
3 · DIFICIL,31.9,C · PS Individual,1819,COLLEGE CHRETIEN FRANCAIS LE BEAU JOUR,Particular Subvencionado,VIÑA DEL MAR,VALPO,120,129,1,120,RUT:65154171,GRATUITO,0,0,"-33,004631","-71,535133",,,,,nuevo,College Chretien Francais Le Beau Jour Viña Del Mar colegio sitio web
3 · DIFICIL,31.9,C · PS Individual,25062,ESCUELA BÁSICA N°993 ANTONIO BORQUEZ SOLAR ANEXO,Particular Subvencionado,PUENTE ALTO,RM,84,91,2,300,RUT:65155181,GRATUITO,0,0,"-33,5902981","-70,60655126",,,,,nuevo,Escuela Básica N°993 Antonio Borquez Solar Anexo Puente Alto colegio sitio web
3 · DIFICIL,31.9,C · PS Individual,40176,COLEGIO SAN MATIAS,Particular Subvencionado,DIEGO DE ALMAGRO,ATCMA,123,123,1,123,RUT:65118667,GRATUITO,0,0,"-26,2441","-69,6223",,,,,nuevo,Colegio San Matias Diego De Almagro colegio sitio web
3 · DIFICIL,31.8,D · Municipal/DAEM,1185,ESCUELA BALNEARIO CACHAGUA,Municipal/DAEM,ZAPALLAR,VALPO,173,173,4,900,RUT:69050400,GRATUITO,1,0,"-32,576859","-71,445091",,,,,nuevo,Escuela Balneario Cachagua Zapallar colegio sitio web
3 · DIFICIL,31.8,D · Municipal/DAEM,3355,ESCUELA GABRIELA MISTRAL,Municipal/DAEM,LONGAVÍ,MAULE,108,121,26,2801,RUT:69130600,GRATUITO,1,1,"-35,9914454","-71,7131523",,,,,nuevo,Escuela Gabriela Mistral Longaví colegio sitio web
3 · DIFICIL,31.8,D · Municipal/DAEM,3376,ESCUELA MARCELA PAZ,Municipal/DAEM,LONGAVÍ,MAULE,112,140,26,2801,RUT:69130600,GRATUITO,1,1,"-36,17041","-71,557907",,,,,nuevo,Escuela Marcela Paz Longaví colegio sitio web
3 · DIFICIL,31.8,D · Municipal/DAEM,3691,ESCUELA PAUL HARRIS,Municipal/DAEM,CHILLÁN,NUBLE,30,44,29,4668,RUT:69140900,GRATUITO,1,1,"-36,551601","-72,003616",,,,,nuevo,Escuela Paul Harris Chillán colegio sitio web
3 · DIFICIL,31.8,D · Municipal/DAEM,4852,ESCUELA BASICA CALETA DEL MEDIO,Municipal/DAEM,TOMÉ,BBIO,70,84,27,4307,RUT:69150100,GRATUITO,1,1,"-36,538212","-72,959572",,,,,nuevo,Escuela Basica Caleta Del Medio Tomé colegio sitio web
3 · DIFICIL,31.8,D · Municipal/DAEM,5053,ESCUELA JORGE IVAN VALENZUELA ZUNIGA,Municipal/DAEM,ARAUCO,BBIO,107,122,26,2698,RUT:69160100,GRATUITO,1,1,"-37,14901","-73,583443",,,,,nuevo,Escuela Jorge Ivan Valenzuela Zuniga Arauco colegio sitio web
3 · DIFICIL,31.8,D · Municipal/DAEM,10818,ESCUELA HUECHUN,Municipal/DAEM,MELIPILLA,RM,187,217,23,6717,RUT:71293900,GRATUITO,1,1,"-33,70548476","-71,29497926",,,,,nuevo,Escuela Huechun Melipilla colegio sitio web
